kaba	kab'a
kaprido	kapr'id'o
kapridoj	kapr'id'o'j
kapridojn	kapr'id'o'j'n
kaprina	kapr'in'a
kaprinan	kapr'in'a'n
kaprino	kapr'in'o
kaprinoj	kapr'in'o'j
kaprinojn	kapr'in'o'j'n
kaprinon	kapr'in'o'n
kapreolo	kapreol'o
kapreoloj	kapreol'o'j
kapreolineto	kapreol'in'et'o
kaprica	kapric'a
kapricaj	kapric'a'j
kaprican	kapric'a'n
kapricas	kapric'as
kaprice	kapric'e
kaprico	kapric'o
kapricoj	kapric'o'j
kapricojn	kapric'o'j'n
kapricon	kapric'o'n
kaprikorno	kaprikorn'o
kaprimulgo	kaprimulg'o
kapsika	kapsik'a
kapsiko	kapsik'o
kapsikoj	kapsik'o'j
kapsikojn	kapsik'o'j'n
kapsiketo	kapsik'et'o
kapsiketoj	kapsik'et'o'j
kapsulo	kapsul'o
kapsuloj	kapsul'o'j
kapsulojn	kapsul'o'j'n
kapsulon	kapsul'o'n
kapsulfruktoj	kapsul'frukt'o'j
kapta	kapt'a
kaptas	kapt'as
kapti	kapt'i
kaptis	kapt'is
kapto	kapt'o
kaptoj	kapt'o'j
kapton	kapt'o'n
kaptos	kapt'os
kaptu	kapt'u
kaptus	kapt'us
kaptadi	kapt'ad'i
kaptadis	kapt'ad'is
kaptado	kapt'ad'o
kaptadon	kapt'ad'o'n
kaptaĵo	kapt'aĵ'o
kaptaĵoj	kapt'aĵ'o'j
kaptaĵojn	kapt'aĵ'o'j'n
kaptaĵon	kapt'aĵ'o'n
kaptano	kapt'an'o
kaptanon	kapt'an'o'n
kaptanta	kapt'ant'a
kaptante	kapt'ant'e
kaptanto	kapt'ant'o
kaptantoj	kapt'ant'o'j
kaptata	kapt'at'a
kaptataj	kapt'at'a'j
kaptebla	kapt'ebl'a
kapteblaj	kapt'ebl'a'j
kapteco	kapt'ec'o
kaptiĝas	kapt'iĝ'as
kaptiĝi	kapt'iĝ'i
kaptiĝis	kapt'iĝ'is
kaptiĝo	kapt'iĝ'o
kaptiĝos	kapt'iĝ'os
kaptilo	kapt'il'o
kaptiloj	kapt'il'o'j
kaptilojn	kapt'il'o'j'n
kaptilon	kapt'il'o'n
kaptinta	kapt'int'a
kaptintaj	kapt'int'a'j
kaptinte	kapt'int'e
kaptinto	kapt'int'o
kaptintoj	kapt'int'o'j
kaptisto	kapt'ist'o
kaptistoj	kapt'ist'o'j
kaptita	kapt'it'a
kaptitaj	kapt'it'a'j
kaptitajn	kapt'it'a'j'n
kaptitan	kapt'it'a'n
kaptite	kapt'it'e
kaptito	kapt'it'o
kaptitoj	kapt'it'o'j
kaptitojn	kapt'it'o'j'n
kaptiton	kapt'it'o'n
kaptiteco	kapt'it'ec'o
kaptitecon	kapt'it'ec'o'n
kaptujo	kapt'uj'o
kapucena	kapucen'a
kapuceno	kapucen'o
kapucenoj	kapucen'o'j
kapuĉa	kapuĉ'a
kapuĉo	kapuĉ'o
kapuĉoj	kapuĉ'o'j
kapuĉojn	kapuĉ'o'j'n
kapuĉon	kapuĉ'o'n
kara	kar'a
karaj	kar'a'j
karajn	kar'a'j'n
karan	kar'a'n
kare	kar'e
karo	kar'o
karega	kar'eg'a
karegaj	kar'eg'a'j
karmemora	kar'memor'a
karulo	kar'ul'o
karuloj	kar'ul'o'j
karulon	kar'ul'o'n
karulino	kar'ul'in'o
karulinon	kar'ul'in'o'n
karabeno	karaben'o
karabenoj	karaben'o'j
karabenon	karaben'o'n
karabenistoj	karaben'ist'o'j
karafo	karaf'o
karafon	karaf'o'n
karaĝo	karaĝ'o
karakalo	karakal'o
karakaso	karakas'o
karaktera	karakter'a
karakteraj	karakter'a'j
karakterajn	karakter'a'j'n
karakteran	karakter'a'n
karakteras	karakter'as
karaktere	karakter'e
karaktero	karakter'o
karakteroj	karakter'o'j
karakterojn	karakter'o'j'n
karakteron	karakter'o'n
karakteraĵoj	karakter'aĵ'o'j
karakterevoluo	karakter'evolu'o
karakteriĝas	karakter'iĝ'as
karakteriza	karakteriz'a
karakterizaj	karakteriz'a'j
karakterizajn	karakteriz'a'j'n
karakterizan	karakteriz'a'n
karakterizas	karakteriz'as
karakterize	karakteriz'e
karakterizi	karakteriz'i
karakterizis	karakteriz'is
karakterizo	karakteriz'o
karakterizoj	karakteriz'o'j
karakterizojn	karakteriz'o'j'n
karakterizon	karakteriz'o'n
karakterizado	karakteriz'ad'o
karakterizadoj	karakteriz'ad'o'j
karakterizadon	karakteriz'ad'o'n
karakterizaĵo	karakteriz'aĵ'o
karakterizaĵoj	karakteriz'aĵ'o'j
karakterizaĵojn	karakteriz'aĵ'o'j'n
karakterizaĵon	karakteriz'aĵ'o'n
karakterizanta	karakteriz'ant'a
karakterizante	karakteriz'ant'e
karakterizata	karakteriz'at'a
karakterizataj	karakteriz'at'a'j
karakteriziĝas	karakteriz'iĝ'as
karakteriziĝis	karakteriz'iĝ'is
karakterizita	karakteriz'it'a
karakterizitaj	karakteriz'it'a'j
karakterizitajn	karakteriz'it'a'j'n
karakterizitan	karakteriz'it'a'n
karakterizite	karakteriz'it'e
karaktraro	karaktr'ar'o
karaktraroj	karaktr'ar'o'j
karaktraron	karaktr'ar'o'n
karambolas	karambol'as
karambolis	karambol'is
karamelo	karamel'o
karaokea	karaoke'a
karaokeo	karaoke'o
karaokeon	karaoke'o'n
karapaco	karapac'o
karateo	karate'o
karavana	karavan'a
karavano	karavan'o
karavanoj	karavan'o'j
karavanon	karavan'o'n
karavelo	karavel'o
karba	karb'a
karbaj	karb'a'j
karbe	karb'e
karbo	karb'o
karboj	karb'o'j
karbojn	karb'o'j'n
karbon	karb'o'n
karbido	karb'id'o
karbidoj	karb'id'o'j
karbigita	karb'ig'it'a
karbminado	karb'min'ad'o
karbogado	karb'o'gad'o
karbominejo	karb'o'min'ej'o
karbominejoj	karb'o'min'ej'o'j
karbopolvo	karb'o'polv'o
karbamato	karbam'at'o
karbinolo	karbinol'o
karboksila	karboksil'a
karboksilacidoj	karboksil'acid'o'j
karboksilata	karboksil'at'a
karboksilataj	karboksil'at'a'j
karbona	karbon'a
karbonaj	karbon'a'j
karbonan	karbon'a'n
karbono	karbon'o
karbonoj	karbon'o'j
karbonon	karbon'o'n
karbonasimilado	karbon'asimil'ad'o
karbonata	karbon'at'a
karbonataj	karbon'at'a'j
karbonato	karbon'at'o
karbonatoj	karbon'at'o'j
karbonatomo	karbon'atom'o
karbonatomoj	karbon'atom'o'j
karbonciklo	karbon'cikl'o
karbondioksido	karbon'di'oksid'o
karbondioksidon	karbon'di'oksid'o'n
karbondioksidemisioj	karbon'di'oksid'emisi'o'j
karbonemisioj	karbon'emisi'o'j
karbonemisiojn	karbon'emisi'o'j'n
karbonenhavo	karbon'en'hav'o
karbonfibro	karbon'fibr'o
karbonhidrato	karbon'hidrat'o
karbonhidratoj	karbon'hidrat'o'j
karbonhidratojn	karbon'hidrat'o'j'n
karbonimposto	karbon'impost'o
karbonnanotubo	karbon'nano'tub'o
karbonnanotuboj	karbon'nano'tub'o'j
karbonpiedsigno	karbon'pied'sign'o
karbonpiedsignon	karbon'pied'sign'o'n
karbonŝtalo	karbon'ŝtal'o
karbonia	karboni'a
karbonio	karboni'o
karbonila	karbonil'a
karburilo	karbur'il'o
karcero	karcer'o
karceroj	karcer'o'j
karceron	karcer'o'n
karcinomo	karcinom'o
karcinomogena	karcinom'o'gen'a
kardis	kard'is
kardo	kard'o
kardoj	kard'o'j
kardamomo	kardamom'o
kardelo	kardel'o
kardiovaskula	kardi'o'vaskul'a
kardiovaskulaj	kardi'o'vaskul'a'j
kardiovaskulan	kardi'o'vaskul'a'n
kardiologo	kardi'olog'o
kardinala	kardinal'a
kardinalaj	kardinal'a'j
kardinalo	kardinal'o
kardinaloj	kardinal'o'j
kardinalojn	kardinal'o'j'n
kardinalon	kardinal'o'n
kardinalaro	kardinal'ar'o
kareo	kare'o
kareksejoj	kareks'ej'o'j
kareno	karen'o
karenoj	karen'o'j
karenon	karen'o'n
karesa	kares'a
karesaj	kares'a'j
karesajn	kares'a'j'n
karesan	kares'a'n
karesas	kares'as
karese	kares'e
karesi	kares'i
karesis	kares'is
kareso	kares'o
karesoj	kares'o'j
karesojn	kares'o'j'n
kareson	kares'o'n
karesos	kares'os
karesu	kares'u
karesadis	kares'ad'is
karesado	kares'ad'o
karesante	kares'ant'e
karesata	kares'at'a
karesema	kares'em'a
karesnomo	kares'nom'o
karesmo	karesm'o
kargo	karg'o
kargoj	karg'o'j
kargon	karg'o'n
kargado	karg'ad'o
kargadon	karg'ad'o'n
kargokompanioj	karg'o'kompani'o'j
kargoŝipo	karg'o'ŝip'o
kargoŝipoj	karg'o'ŝip'o'j
karibuo	karibu'o
kariero	karier'o
karieroj	karier'o'j
karierojn	karier'o'j'n
karieron	karier'o'n
kariertabelo	karier'tabel'o
kariertabeloj	karier'tabel'o'j
kariertabelon	karier'tabel'o'n
karikatura	karikatur'a
karikaturaj	karikatur'a'j
karikaturo	karikatur'o
karikaturoj	karikatur'o'j
karikaturojn	karikatur'o'j'n
karikaturon	karikatur'o'n
karikaturisto	karikatur'ist'o
karikaturistoj	karikatur'ist'o'j
kariljono	kariljon'o
karina	karin'a
karintio	karinti'o
kariofilo	kariofil'o
kariolo	kariol'o
karisma	karism'a
karismaj	karism'a'j
karismo	karism'o
karismoj	karism'o'j
karismon	karism'o'n
karitata	karitat'a
karitataj	karitat'a'j
karitatan	karitat'a'n
karitato	karitat'o
karitaton	karitat'o'n
karla	karl'a
karlo	karl'o
karlon	karl'o'n
karlovo	karlov'o
karma	karm'a
karman	karm'a'n
karmo	karm'o
karmon	karm'o'n
karmanoro	karmanor'o
karmelo	karmel'o
karmelana	karmel'an'a
karmelanoj	karmel'an'o'j
karmezina	karmezin'a
karmezinaj	karmezin'a'j
karna	karn'a
karnaj	karn'a'j
karnajn	karn'a'j'n
karno	karn'o
karnoj	karn'o'j
karnon	karn'o'n
karneca	karn'ec'a
karnecaj	karn'ec'a'j
karnomanĝulo	karn'o'manĝ'ul'o
karnomanĝuloj	karn'o'manĝ'ul'o'j
karnoplena	karn'o'plen'a
karnovora	karn'o'vor'a
karnovoraj	karn'o'vor'a'j
karnovoruloj	karn'o'vor'ul'o'j
karnataka	karnatak'a
karnatako	karnatak'o
karnavala	karnaval'a
karnavalaj	karnaval'a'j
karnavalo	karnaval'o
karnavaloj	karnaval'o'j
karnavalon	karnaval'o'n
karoo	karo'o
karola	karol'a
karolo	karol'o
karolon	karol'o'n
karolida	karol'id'a
karolidaj	karol'id'a'j
karolidoj	karol'id'o'j
karolina	karol'in'a
karolino	karol'in'o
karolina	karolin'a
karolino	karolin'o
karono	karon'o
karoserio	karoseri'o
karoto	karot'o
karotoj	karot'o'j
karotojn	karot'o'j'n
karoton	karot'o'n
karotenoido	karoten'oid'o
karotenoidoj	karoten'oid'o'j
karotida	karotid'a
karotidaj	karotid'a'j
karpo	karp'o
karpoj	karp'o'j
karpojn	karp'o'j'n
karpon	karp'o'n
karpata	karpat'a
karpatoj	karpat'o'j
karpelo	karpel'o
karpeloj	karpel'o'j
karsta	karst'a
karstaj	karst'a'j
karsto	karst'o
karta	kart'a
karto	kart'o
kartoj	kart'o'j
kartojn	kart'o'j'n
karton	kart'o'n
kartaro	kart'ar'o
kartetoj	kart'et'o'j
karteton	kart'et'o'n
kartludi	kart'lud'i
kartludis	kart'lud'is
kartludo	kart'lud'o
kartludoj	kart'lud'o'j
kartludado	kart'lud'ad'o
kartaga	kartag'a
kartagaj	kartag'a'j
kartagan	kartag'a'n
kartago	kartag'o
kartagon	kartag'o'n
kartaganoj	kartag'an'o'j
kartelo	kartel'o
karteloj	kartel'o'j
kartezia	kartezi'a
kartezio	kartezi'o
kartilago	kartilag'o
kartilagon	kartilag'o'n
kartoĉo	kartoĉ'o
kartoĉoj	kartoĉ'o'j
kartoĉojn	kartoĉ'o'j'n
kartoĉon	kartoĉ'o'n
kartografo	kartograf'o
kartografoj	kartograf'o'j
kartografio	kartograf'i'o
kartona	karton'a
kartonaj	karton'a'j
kartonajn	karton'a'j'n
kartonan	karton'a'n
kartono	karton'o
kartonon	karton'o'n
kartuŝo	kartuŝ'o
kartuzio	kartuzi'o
kartuzianoj	kartuzi'an'o'j
kartvela	kartvel'a
kartvelaj	kartvel'a'j
kartvelan	kartvel'a'n
kartvelo	kartvel'o
kartveloj	kartvel'o'j
kartvelia	kartvel'i'a
kartvelio	kartvel'i'o
kartvelion	kartvel'i'o'n
kartvelujo	kartvel'uj'o
karuselo	karusel'o
kaso	kas'o
kasoj	kas'o'j
kason	kas'o'n
kasisto	kas'ist'o
kasistoj	kas'ist'o'j
kasiston	kas'ist'o'n
kasistino	kas'ist'in'o
kasacia	kasaci'a
kasedo	kased'o
kasedoj	kased'o'j
kasedojn	kased'o'j'n
kasedon	kased'o'n
kaserolo	kaserol'o
kaseroloj	kaserol'o'j
kaserolon	kaserol'o'n
kaseto	kaset'o
kasiodoro	kasiodor'o
kasko	kask'o
kaskoj	kask'o'j
kaskojn	kask'o'j'n
kaskon	kask'o'n
kaskada	kaskad'a
kaskado	kaskad'o
kaskadoj	kaskad'o'j
kaskadojn	kaskad'o'j'n
kaskadon	kaskad'o'n
kaskedo	kasked'o
kaskedon	kasked'o'n
kaspia	kaspi'a
kaspian	kaspi'a'n
kaspio	kaspi'o
kasta	kast'a
kasto	kast'o
kastoj	kast'o'j
kaston	kast'o'n
kastismo	kast'ism'o
kastanjetoj	kastanjet'o'j
kastela	kastel'a
kastelaj	kastel'a'j
kastelan	kastel'a'n
kastelo	kastel'o
kasteloj	kastel'o'j
kastelojn	kastel'o'j'n
kastelon	kastel'o'n
kasteleto	kastel'et'o
kastilia	kastili'a
kastiliaj	kastili'a'j
kastilian	kastili'a'n
kastilio	kastili'o
kastora	kastor'a
kastoro	kastor'o
kastoroj	kastor'o'j
kastoron	kastor'o'n
kastras	kastr'as
kastris	kastr'is
kastro	kastr'o
kastrado	kastr'ad'o
kastrita	kastr'it'a
kastritaj	kastr'it'a'j
kaŝa	kaŝ'a
kaŝaj	kaŝ'a'j
kaŝajn	kaŝ'a'j'n
kaŝan	kaŝ'a'n
kaŝas	kaŝ'as
kaŝe	kaŝ'e
kaŝi	kaŝ'i
kaŝis	kaŝ'is
kaŝo	kaŝ'o
kaŝos	kaŝ'os
kaŝu	kaŝ'u
kaŝus	kaŝ'us
kaŝadis	kaŝ'ad'is
kaŝado	kaŝ'ad'o
kaŝadoj	kaŝ'ad'o'j
kaŝadon	kaŝ'ad'o'n
kaŝanta	kaŝ'ant'a
kaŝantaj	kaŝ'ant'a'j
kaŝante	kaŝ'ant'e
kaŝata	kaŝ'at'a
kaŝataj	kaŝ'at'a'j
kaŝejo	kaŝ'ej'o
kaŝejoj	kaŝ'ej'o'j
kaŝejojn	kaŝ'ej'o'j'n
kaŝejon	kaŝ'ej'o'n
kaŝema	kaŝ'em'a
kaŝenmigrinto	kaŝ'en'migr'int'o
kaŝiĝas	kaŝ'iĝ'as
kaŝiĝi	kaŝ'iĝ'i
kaŝiĝis	kaŝ'iĝ'is
kaŝiĝu	kaŝ'iĝ'u
kaŝinta	kaŝ'int'a
kaŝinte	kaŝ'int'e
kaŝita	kaŝ'it'a
kaŝitaj	kaŝ'it'a'j
kaŝitajn	kaŝ'it'a'j'n
kaŝitan	kaŝ'it'a'n
kaŝite	kaŝ'it'e
kaŝludon	kaŝ'lud'o'n
kaŝmemoro	kaŝ'memor'o
kaŝnomo	kaŝ'nom'o
kaŝnomoj	kaŝ'nom'o'j
kaŝnomojn	kaŝ'nom'o'j'n
kaŝnomon	kaŝ'nom'o'n
kaŝobservi	kaŝ'observ'i
kaŝpafisto	kaŝ'paf'ist'o
kaŝpafistoj	kaŝ'paf'ist'o'j
kaŝrigardis	kaŝ'rigard'is
kaŝtrezoro	kaŝ'trezor'o
kaŝvesti	kaŝ'vest'i
kaŝvestiĝis	kaŝ'vest'iĝ'is
kaŝvestita	kaŝ'vest'it'a
kaŝmira	kaŝmir'a
kaŝmiraj	kaŝmir'a'j
kaŝmiro	kaŝmir'o
kaŝmiron	kaŝmir'o'n
kaŝmirano	kaŝmir'an'o
kaŝtano	kaŝtan'o
kaŝtanoj	kaŝtan'o'j
kaŝtanojn	kaŝtan'o'j'n
kaŝtanarbo	kaŝtan'arb'o
kaŝtanarboj	kaŝtan'arb'o'j
kaŝtanbruna	kaŝtan'brun'a
kaŝtanbrunaj	kaŝtan'brun'a'j
kaŝtankoloraj	kaŝtan'kolor'a'j
kaŝtanujoj	kaŝtan'uj'o'j
kaŝuba	kaŝub'a
kata	kat'a
katan	kat'a'n
kate	kat'e
kato	kat'o
katoj	kat'o'j
katojn	kat'o'j'n
katon	kat'o'n
katido	kat'id'o
katidoj	kat'id'o'j
katidojn	kat'id'o'j'n
katidon	kat'id'o'n
katino	kat'in'o
katinoj	kat'in'o'j
katinon	kat'in'o'n
kataklismaj	kataklism'a'j
kataklismo	kataklism'o
kataklismoj	kataklism'o'j
katakomboj	katakomb'o'j
kataliza	kataliz'a
katalizaj	kataliz'a'j
katalizan	kataliz'a'n
katalizas	kataliz'as
katalize	kataliz'e
katalizi	kataliz'i
katalizo	kataliz'o
katalizilo	kataliz'il'o
kataliziloj	kataliz'il'o'j
katalizilojn	kataliz'il'o'j'n
katalizilon	kataliz'il'o'n
katalizita	kataliz'it'a
katalogas	katalog'as
katalogi	katalog'i
katalogis	katalog'is
katalogo	katalog'o
katalogoj	katalog'o'j
katalogojn	katalog'o'j'n
katalogon	katalog'o'n
katalogado	katalog'ad'o
katalogitaj	katalog'it'a'j
kataluna	katalun'a
katalunaj	katalun'a'j
katalunan	katalun'a'n
katalune	katalun'e
kataluno	katalun'o
katalunoj	katalun'o'j
katalunio	katalun'i'o
katalunion	katalun'i'o'n
katalunisma	katalun'ism'a
katalunlingva	katalun'lingv'a
katalunujo	katalun'uj'o
katapulto	katapult'o
katapultoj	katapult'o'j
katara	katar'a
kataro	katar'o
kataroj	katar'o'j
kataron	katar'o'n
katarakto	katarakt'o
katastro	katastr'o
katastrofa	katastrof'a
katastrofaj	katastrof'a'j
katastrofajn	katastrof'a'j'n
katastrofan	katastrof'a'n
katastrofe	katastrof'e
katastrofo	katastrof'o
katastrofoj	katastrof'o'j
katastrofojn	katastrof'o'j'n
katastrofon	katastrof'o'n
katastrofejo	katastrof'ej'o
katastrofhelpo	katastrof'help'o
katastrofitaj	katastrof'it'a'j
katedro	katedr'o
katedroj	katedr'o'j
katedron	katedr'o'n
katedrala	katedral'a
katedralaj	katedral'a'j
katedralo	katedral'o
katedraloj	katedral'o'j
katedralojn	katedral'o'j'n
katedralon	katedral'o'n
kategoria	kategori'a
kategoriaj	kategori'a'j
kategoriajn	kategori'a'j'n
kategorian	kategori'a'n
kategorie	kategori'e
kategorio	kategori'o
kategorioj	kategori'o'j
kategoriojn	kategori'o'j'n
kategorion	kategori'o'n
kategoriado	kategori'ad'o
kategoriadon	kategori'ad'o'n
kategoriigas	kategori'ig'as
kategoriigi	kategori'ig'i
kategoriigo	kategori'ig'o
kategoriigita	kategori'ig'it'a
kategoriigitaj	kategori'ig'it'a'j
kategoriiĝas	kategori'iĝ'as
kategoriiĝi	kategori'iĝ'i
kategoriiĝis	kategori'iĝ'is
kategoriokomunumo	kategori'o'komun'um'o
kateĥismo	kateĥism'o
katekismo	katekism'o
katekismon	katekism'o'n
katekizo	katekiz'o
katekizado	katekiz'ad'o
katenas	katen'as
kateni	katen'i
katenis	katen'is
kateno	katen'o
katenoj	katen'o'j
katenojn	katen'o'j'n
katenon	katen'o'n
katenado	katen'ad'o
katenita	katen'it'a
katenitaj	katen'it'a'j
katensekso	katen'seks'o
kateto	katet'o
katetoj	katet'o'j
kateton	katet'o'n
katetero	kateter'o
katilina	katilin'a
katilino	katilin'o
katjona	katjon'a
katjonaj	katjon'a'j
katjono	katjon'o
katjonoj	katjon'o'j
katjonojn	katjon'o'j'n
katmanduo	katmandu'o
katoda	katod'a
katodaj	katod'a'j
katodo	katod'o
katodoj	katod'o'j
katodon	katod'o'n
katolika	katolik'a
katolikaj	katolik'a'j
katolikajn	katolik'a'j'n
katolikan	katolik'a'n
katolike	katolik'e
katoliko	katolik'o
katolikoj	katolik'o'j
katolikojn	katolik'o'j'n
katolikon	katolik'o'n
katolikaro	katolik'ar'o
katolikeco	katolik'ec'o
katolikino	katolik'in'o
katolikismo	katolik'ism'o
katolikismon	katolik'ism'o'n
katono	katon'o
katulo	katul'o
katuna	katun'a
katuno	katun'o
kaŭcio	kaŭci'o
kaŭĉuka	kaŭĉuk'a
kaŭĉukaj	kaŭĉuk'a'j
kaŭĉukajn	kaŭĉuk'a'j'n
kaŭĉukan	kaŭĉuk'a'n
kaŭĉuko	kaŭĉuk'o
kaŭĉukoj	kaŭĉuk'o'j
kaŭĉukon	kaŭĉuk'o'n
kaŭkaza	kaŭkaz'a
kaŭkazaj	kaŭkaz'a'j
kaŭkazan	kaŭkaz'a'n
kaŭkazo	kaŭkaz'o
kaŭkazia	kaŭkaz'i'a
kaŭkazio	kaŭkaz'i'o
kaŭkazianoj	kaŭkaz'i'an'o'j
kaŭras	kaŭr'as
kaŭre	kaŭr'e
kaŭri	kaŭr'i
kaŭris	kaŭr'is
kaŭranta	kaŭr'ant'a
kaŭrante	kaŭr'ant'e
kaŭriĝis	kaŭr'iĝ'is
kaŭstika	kaŭstik'a
kaŭstikaj	kaŭstik'a'j
kaŭza	kaŭz'a
kaŭzaj	kaŭz'a'j
kaŭzajn	kaŭz'a'j'n
kaŭzan	kaŭz'a'n
kaŭzas	kaŭz'as
kaŭze	kaŭz'e
kaŭzi	kaŭz'i
kaŭzis	kaŭz'is
kaŭzo	kaŭz'o
kaŭzoj	kaŭz'o'j
kaŭzojn	kaŭz'o'j'n
kaŭzon	kaŭz'o'n
kaŭzos	kaŭz'os
kaŭzu	kaŭz'u
kaŭzus	kaŭz'us
kaŭzadis	kaŭz'ad'is
kaŭzado	kaŭz'ad'o
kaŭzadon	kaŭz'ad'o'n
kaŭzanta	kaŭz'ant'a
kaŭzantaj	kaŭz'ant'a'j
kaŭzantajn	kaŭz'ant'a'j'n
kaŭzantan	kaŭz'ant'a'n
kaŭzante	kaŭz'ant'e
kaŭzanto	kaŭz'ant'o
kaŭzata	kaŭz'at'a
kaŭzataj	kaŭz'at'a'j
kaŭzeco	kaŭz'ec'o
kaŭzecon	kaŭz'ec'o'n
kaŭzinta	kaŭz'int'a
kaŭzinte	kaŭz'int'e
kaŭzintus	kaŭz'int'us
kaŭzita	kaŭz'it'a
kaŭzitaj	kaŭz'it'a'j
kaŭzitajn	kaŭz'it'a'j'n
kaŭzitan	kaŭz'it'a'n
kaŭzite	kaŭz'it'e
kava	kav'a
kavaj	kav'a'j
kavajn	kav'a'j'n
kavan	kav'a'n
kavi	kav'i
kavo	kav'o
kavoj	kav'o'j
kavojn	kav'o'j'n
kavon	kav'o'n
kavaĵo	kav'aĵ'o
kavaĵoj	kav'aĵ'o'j
kavaĵojn	kav'aĵ'o'j'n
kavaĵon	kav'aĵ'o'n
kaveto	kav'et'o
kavetoj	kav'et'o'j
kavetojn	kav'et'o'j'n
kaveton	kav'et'o'n
kavigita	kav'ig'it'a
kavaleria	kavaleri'a
kavalerio	kavaleri'o
kavalerion	kavaleri'o'n
kavalerianoj	kavaleri'an'o'j
kavaleritrupo	kavaleri'trup'o
kavalira	kavalir'a
kavaliraj	kavalir'a'j
kavaliran	kavalir'a'n
kavaliro	kavalir'o
kavaliroj	kavalir'o'j
kavalirojn	kavalir'o'j'n
kavaliron	kavalir'o'n
kavaliraro	kavalir'ar'o
kavalireca	kavalir'ec'a
kavalireco	kavalir'ec'o
kavalkado	kavalkad'o
kaverna	kavern'a
kavernaj	kavern'a'j
kaverno	kavern'o
kavernoj	kavern'o'j
kavernojn	kavern'o'j'n
kavernon	kavern'o'n
kavernaro	kavern'ar'o
kaverndomo	kavern'dom'o
kavernuloj	kavern'ul'o'j
kaviaro	kaviar'o
kaviaron	kaviar'o'n
kaza	kaz'a
kazan	kaz'a'n
kaze	kaz'e
kazo	kaz'o
kazoj	kaz'o'j
kazojn	kaz'o'j'n
kazon	kaz'o'n
kazablanko	kazablank'o
kazaĥa	kazaĥ'a
kazaĥoj	kazaĥ'o'j
kazaĥio	kazaĥ'i'o
kazaĥujo	kazaĥ'uj'o
kazaĥstano	kazaĥstan'o
kazanlako	kazanlak'o
kazeo	kaze'o
kazeon	kaze'o'n
kazerno	kazern'o
kazernoj	kazern'o'j
kazernon	kazern'o'n
kazimiro	kazimir'o
kazino	kazin'o
kazinoj	kazin'o'j
kazuo	kazu'o
kazuaroj	kazuar'o'j
ke	ke
kefrazo	ke'fraz'o
kefrazoj	ke'fraz'o'j
kefrazon	ke'fraz'o'n
kebabo	kebab'o
kebabon	kebab'o'n
kebeko	kebek'o
kebekia	kebek'i'a
kebekio	kebek'i'o
kebekifranca	kebek'i'franc'a
kebekurbo	kebek'urb'o
keĉua	keĉu'a
keĉuan	keĉu'a'n
keĉupo	keĉup'o
keglojn	kegl'o'j'n
kejlo	kejl'o
kejloj	kejl'o'j
kejlon	kejl'o'n
kekso	keks'o
keksoj	keks'o'j
keksojn	keks'o'j'n
kekson	keks'o'n
kela	kel'a
kelo	kel'o
keloj	kel'o'j
kelojn	kel'o'j'n
kelon	kel'o'n
keletaĝo	kel'etaĝ'o
kelantano	kelantan'o
kelka	kelk'a
kelkaj	kelk'a'j
kelkajn	kelk'a'j'n
kelkan	kelk'a'n
kelkcent	kelk'cent
kelkdek	kelk'dek
kelke	kelk'e
kelkiam	kelk'iam
kelkiu	kelk'iu
kelkmil	kelk'mil
kelko	kelk'o
kelkon	kelk'o'n
kelkafoje	kelk'a'foj'e
kelkatempe	kelk'a'temp'e
kelkcentoj	kelk'cent'o'j
kelkdeko	kelk'dek'o
kelkdekoj	kelk'dek'o'j
kelkdekjara	kelk'dek'jar'a
kelketaj	kelk'et'a'j
kelkfoja	kelk'foj'a
kelkfoje	kelk'foj'e
kelkhora	kelk'hor'a
kelkiuj	kelk'iu'j
kelkjara	kelk'jar'a
kelkloke	kelk'lok'e
kelkmaniere	kelk'manier'e
kelkmiloj	kelk'mil'o'j
kelkmiljara	kelk'mil'jar'a
kelkminuta	kelk'minut'a
kelkmonata	kelk'monat'a
kelkoble	kelk'obl'e
kelkokaze	kelk'okaz'e
kelkrilate	kelk'rilat'e
kelktaga	kelk'tag'a
kelktempa	kelk'temp'a
kelktempe	kelk'temp'e
kelkvorte	kelk'vort'e
kelnero	kelner'o
kelneroj	kelner'o'j
kelneron	kelner'o'n
kelnerino	kelner'in'o
kelta	kelt'a
keltaj	kelt'a'j
keltajn	kelt'a'j'n
keltan	kelt'a'n
kelto	kelt'o
keltoj	kelt'o'j
keltdevena	kelt'de'ven'a
keltiberoj	kelt'iber'o'j
kelvino	kelvin'o
kemia	kemi'a
kemiaj	kemi'a'j
kemiajn	kemi'a'j'n
kemian	kemi'a'n
kemie	kemi'e
kemio	kemi'o
kemion	kemi'o'n
kemiaĵo	kemi'aĵ'o
kemiaĵoj	kemi'aĵ'o'j
kemiaĵojn	kemi'aĵ'o'j'n
kemiaĵon	kemi'aĵ'o'n
kemiindustria	kemi'industri'a
kemiisto	kemi'ist'o
kemiistoj	kemi'ist'o'j
kemioterapio	kemi'o'terapi'o
keno	ken'o
kenja	kenj'a
kenjaj	kenj'a'j
kenjo	kenj'o
kenjon	kenj'o'n
kenjanoj	kenj'an'o'j
kenozoiko	kenozoik'o
kentukio	kentuki'o
kepo	kep'o
kera	ker'a
kero	ker'o
kerekzamenoj	ker'ekzamen'o'j
kerala	keral'a
keratino	keratin'o
kermeso	kermes'o
