fabo	fab'o
fremdlandanojn	fremd'land'an'o'j'n
fremdlingva	fremd'lingv'a
fremdlingvaj	fremd'lingv'a'j
fremdlingvajn	fremd'lingv'a'j'n
fremdlingvan	fremd'lingv'a'n
fremdlingve	fremd'lingv'e
fremdlingvo	fremd'lingv'o
fremdlingvoj	fremd'lingv'o'j
fremdlingvojn	fremd'lingv'o'j'n
fremdlingvon	fremd'lingv'o'n
fremdula	fremd'ul'a
fremdulo	fremd'ul'o
fremduloj	fremd'ul'o'j
fremdulojn	fremd'ul'o'j'n
fremdulon	fremd'ul'o'n
fremdulino	fremd'ul'in'o
fremdultrafiko	fremd'ul'trafik'o
fremdvorto	fremd'vort'o
fremdvortoj	fremd'vort'o'j
freneza	frenez'a
frenezaj	frenez'a'j
frenezajn	frenez'a'j'n
frenezan	frenez'a'n
frenezas	frenez'as
freneze	frenez'e
frenezis	frenez'is
frenezo	frenez'o
frenezon	frenez'o'n
frenezaĵo	frenez'aĵ'o
frenezaĵon	frenez'aĵ'o'n
frenezeco	frenez'ec'o
frenezecon	frenez'ec'o'n
frenezega	frenez'eg'a
frenezeta	frenez'et'a
freneziga	frenez'ig'a
frenezigas	frenez'ig'as
frenezigi	frenez'ig'i
frenezigis	frenez'ig'is
frenezigos	frenez'ig'os
freneziĝas	frenez'iĝ'as
freneziĝi	frenez'iĝ'i
freneziĝis	frenez'iĝ'is
freneziĝo	frenez'iĝ'o
freneziĝos	frenez'iĝ'os
freneziĝinta	frenez'iĝ'int'a
frenezulo	frenez'ul'o
frenezuloj	frenez'ul'o'j
frenezulojn	frenez'ul'o'j'n
frenezulon	frenez'ul'o'n
frenezulejo	frenez'ul'ej'o
frenezulejon	frenez'ul'ej'o'n
frenezulino	frenez'ul'in'o
frenologio	frenolog'i'o
fresko	fresk'o
freskoj	fresk'o'j
freskojn	fresk'o'j'n
freskon	fresk'o'n
freŝa	freŝ'a
freŝaj	freŝ'a'j
freŝajn	freŝ'a'j'n
freŝan	freŝ'a'n
freŝas	freŝ'as
freŝe	freŝ'e
freŝo	freŝ'o
freŝbakita	freŝ'bak'it'a
freŝdata	freŝ'dat'a
freŝdataj	freŝ'dat'a'j
freŝdate	freŝ'dat'e
freŝeco	freŝ'ec'o
freŝecon	freŝ'ec'o'n
freŝiga	freŝ'ig'a
freŝigis	freŝ'ig'is
frezi	frez'i
frezilo	frez'il'o
frezmaŝinoj	frez'maŝin'o'j
frida	frid'a
fridaj	frid'a'j
fridan	frid'a'n
fride	frid'e
frido	frid'o
fridigo	frid'ig'o
fridigon	frid'ig'o'n
fridigaĵo	frid'ig'aĵ'o
fridigaĵoj	frid'ig'aĵ'o'j
fridigaĵon	frid'ig'aĵ'o'n
fridigita	frid'ig'it'a
fridigitaj	frid'ig'it'a'j
fridujo	frid'uj'o
fridujoj	frid'uj'o'j
fridujojn	frid'uj'o'j'n
fridujon	frid'uj'o'n
frikativo	frikativ'o
frikativoj	frikativ'o'j
frikativojn	frikativ'o'j'n
frikativon	frikativ'o'n
fringo	fring'o
fringoj	fring'o'j
fringedoj	fring'ed'o'j
fripona	fripon'a
fripone	fripon'e
friponi	fripon'i
friponis	fripon'is
fripono	fripon'o
friponoj	fripon'o'j
friponon	fripon'o'n
friponaĵo	fripon'aĵ'o
frisa	fris'a
frisaj	fris'a'j
friso	fris'o
frisoj	fris'o'j
frislando	fris'land'o
friska	frisk'a
fritas	frit'as
friti	frit'i
fritis	frit'is
fritoj	frit'o'j
fritojn	frit'o'j'n
fritu	frit'u
fritado	frit'ad'o
fritaĵoj	frit'aĵ'o'j
fritita	frit'it'a
frititaj	frit'it'a'j
frititajn	frit'it'a'j'n
frititan	frit'it'a'n
frivola	frivol'a
frivolaj	frivol'a'j
frizejo	friz'ej'o
frizisto	friz'ist'o
friziston	friz'ist'o'n
frizistino	friz'ist'in'o
frizita	friz'it'a
froko	frok'o
fromaĝo	fromaĝ'o
fromaĝoj	fromaĝ'o'j
fromaĝojn	fromaĝ'o'j'n
fromaĝon	fromaĝ'o'n
frondo	frond'o
fronta	front'a
frontaj	front'a'j
frontan	front'a'n
frontas	front'as
fronte	front'e
fronti	front'i
frontis	front'is
fronto	front'o
frontoj	front'o'j
frontojn	front'o'j'n
fronton	front'o'n
frontos	front'os
frontu	front'u
frontanta	front'ant'a
frontantaj	front'ant'a'j
frontante	front'ant'e
frontfiguro	front'figur'o
frontliniaj	front'lini'a'j
frontlinio	front'lini'o
frontlinioj	front'lini'o'j
frontmontra	front'montr'a
frontpaĝo	front'paĝ'o
frontpordo	front'pord'o
frontulo	front'ul'o
frontuloj	front'ul'o'j
frontvico	front'vic'o
frontono	fronton'o
frontonoj	fronton'o'j
frontonon	fronton'o'n
frosta	frost'a
frostaj	frost'a'j
frostajn	frost'a'j'n
frostan	frost'a'n
frostas	frost'as
froste	frost'e
frosti	frost'i
frostis	frost'is
frosto	frost'o
frostoj	frost'o'j
froston	frost'o'n
frostos	frost'os
frostegas	frost'eg'as
frostigas	frost'ig'as
frostigi	frost'ig'i
frostigis	frost'ig'is
frostigo	frost'ig'o
frostigado	frost'ig'ad'o
frostigante	frost'ig'ant'e
frostigita	frost'ig'it'a
frostigitaj	frost'ig'it'a'j
frostigitajn	frost'ig'it'a'j'n
frostiĝas	frost'iĝ'as
frostiĝi	frost'iĝ'i
frostiĝis	frost'iĝ'is
frostiĝo	frost'iĝ'o
frostiĝado	frost'iĝ'ad'o
frostiĝanta	frost'iĝ'ant'a
frostiĝinta	frost'iĝ'int'a
frostiĝintaj	frost'iĝ'int'a'j
frostita	frost'it'a
frostopunkto	frost'o'punkt'o
frostopunktoj	frost'o'punkt'o'j
frostopunkton	frost'o'punkt'o'n
frostotremis	frost'o'trem'is
frostotremojn	frost'o'trem'o'j'n
frostpunkto	frost'punkt'o
frostujo	frost'uj'o
frota	frot'a
frotas	frot'as
froti	frot'i
frotis	frot'is
froto	frot'o
frotu	frot'u
frotado	frot'ad'o
frotadon	frot'ad'o'n
frotante	frot'ant'e
frotita	frot'it'a
frotitaj	frot'it'a'j
frotpurigilo	frot'pur'ig'il'o
frua	fru'a
fruaj	fru'a'j
fruajn	fru'a'j'n
fruan	fru'a'n
fruas	fru'as
frue	fru'e
frumatena	fru'maten'a
frumatene	fru'maten'e
frumateno	fru'maten'o
frumatura	fru'matur'a
frumaturaj	fru'matur'a'j
frutempe	fru'temp'e
frugilegoj	frugileg'o'j
frukta	frukt'a
fruktaj	frukt'a'j
fruktas	frukt'as
fruktis	frukt'is
frukto	frukt'o
fruktoj	frukt'o'j
fruktojn	frukt'o'j'n
frukton	frukt'o'n
fruktu	frukt'u
fruktarbo	frukt'arb'o
fruktarboj	frukt'arb'o'j
fruktarbojn	frukt'arb'o'j'n
fruktkarno	frukt'karn'o
fruktodona	frukt'o'don'a
fruktodonaj	frukt'o'don'a'j
fruktodonajn	frukt'o'don'a'j'n
fruktodonan	frukt'o'don'a'n
fruktodone	frukt'o'don'e
fruktodoneco	frukt'o'don'ec'o
fruktoĝardeno	frukt'o'ĝarden'o
fruktoĝardenoj	frukt'o'ĝarden'o'j
fruktoĝardenon	frukt'o'ĝarden'o'n
fruktokarno	frukt'o'karn'o
fruktoplantejoj	frukt'o'plant'ej'o'j
fruktosukoj	frukt'o'suk'o'j
fruktosukon	frukt'o'suk'o'n
fruktodoro	frukt'odor'o
fruktozo	frukt'oz'o
frunta	frunt'a
fruntaj	frunt'a'j
fruntan	frunt'a'n
frunte	frunt'e
frunto	frunt'o
fruntoj	frunt'o'j
fruntojn	frunt'o'j'n
frunton	frunt'o'n
fruntlobo	frunt'lob'o
fruntloboj	frunt'lob'o'j
frustras	frustr'as
frustranta	frustr'ant'a
frustriĝo	frustr'iĝ'o
frustriĝon	frustr'iĝ'o'n
frustrita	frustr'it'a
frustritaj	frustr'it'a'j
frustrite	frustr'it'e
frustracio	frustraci'o
frustracion	frustraci'o'n
ftizo	ftiz'o
fuela	fuel'a
fuelaj	fuel'a'j
fuelo	fuel'o
fueloj	fuel'o'j
fuelojn	fuel'o'j'n
fuelon	fuel'o'n
fuelciklo	fuel'cikl'o
fuelefika	fuel'efik'a
fuelefikaj	fuel'efik'a'j
fuelefikeco	fuel'efik'ec'o
fuelefikecon	fuel'efik'ec'o'n
fuelekonomio	fuel'ekonomi'o
fuelekonomion	fuel'ekonomi'o'n
fuelkonsumo	fuel'konsum'o
fuelkonsumon	fuel'konsum'o'n
fuelkostoj	fuel'kost'o'j
fuelpilo	fuel'pil'o
fuelpiloj	fuel'pil'o'j
fuelprezoj	fuel'prez'o'j
fugo	fug'o
fugoj	fug'o'j
fugon	fug'o'n
fuĝas	fuĝ'as
fuĝi	fuĝ'i
fuĝis	fuĝ'is
fuĝo	fuĝ'o
fuĝoj	fuĝ'o'j
fuĝon	fuĝ'o'n
fuĝu	fuĝ'u
fuĝado	fuĝ'ad'o
fuĝanta	fuĝ'ant'a
fuĝantaj	fuĝ'ant'a'j
fuĝantajn	fuĝ'ant'a'j'n
fuĝantan	fuĝ'ant'a'n
fuĝante	fuĝ'ant'e
fuĝanto	fuĝ'ant'o
fuĝantoj	fuĝ'ant'o'j
fuĝantojn	fuĝ'ant'o'j'n
fuĝigis	fuĝ'ig'is
fuĝinta	fuĝ'int'a
fuĝintaj	fuĝ'int'a'j
fuĝinto	fuĝ'int'o
fuĝintoj	fuĝ'int'o'j
fuĝintojn	fuĝ'int'o'j'n
fuko	fuk'o
fukoj	fuk'o'j
fukuŝima	fukuŝim'a
fukuŝimo	fukuŝim'o
fulerenoj	fuleren'o'j
fulga	fulg'a
fulgo	fulg'o
fulgon	fulg'o'n
fuliko	fulik'o
fulma	fulm'a
fulmas	fulm'as
fulme	fulm'e
fulmi	fulm'i
fulmis	fulm'is
fulmo	fulm'o
fulmoj	fulm'o'j
fulmojn	fulm'o'j'n
fulmon	fulm'o'n
fulmmemoro	fulm'memor'o
fulmmilito	fulm'milit'o
fulmorapida	fulm'o'rapid'a
fulmorapide	fulm'o'rapid'e
fulmotondre	fulm'o'tondr'e
fulmotondro	fulm'o'tondr'o
fulmotondroj	fulm'o'tondr'o'j
fulmotondrojn	fulm'o'tondr'o'j'n
fulmotondron	fulm'o'tondr'o'n
fulmrapida	fulm'rapid'a
fulmrapide	fulm'rapid'e
fulmtrajnoj	fulm'trajn'o'j
fuma	fum'a
fumaj	fum'a'j
fumas	fum'as
fume	fum'e
fumi	fum'i
fumis	fum'is
fumo	fum'o
fumoj	fum'o'j
fumojn	fum'o'j'n
fumon	fum'o'n
fumos	fum'os
fumu	fum'u
fumadi	fum'ad'i
fumadis	fum'ad'is
fumado	fum'ad'o
fumadon	fum'ad'o'n
fumaĵita	fum'aĵ'it'a
fumaĵitaj	fum'aĵ'it'a'j
fumanta	fum'ant'a
fumantaj	fum'ant'a'j
fumantan	fum'ant'a'n
fumante	fum'ant'e
fumanto	fum'ant'o
fumantoj	fum'ant'o'j
fumantojn	fum'ant'o'j'n
fumitaj	fum'it'a'j
fumnebulo	fum'nebul'o
fumplena	fum'plen'a
fumtubo	fum'tub'o
fumtuboj	fum'tub'o'j
fumarata	fumar'at'a
fumarato	fumar'at'o
funda	fund'a
fundaj	fund'a'j
fundajn	fund'a'j'n
fundan	fund'a'n
funde	fund'e
fundo	fund'o
fundoj	fund'o'j
fundojn	fund'o'j'n
fundon	fund'o'n
fundamenta	fundament'a
fundamentaj	fundament'a'j
fundamentajn	fundament'a'j'n
fundamentan	fundament'a'n
fundamentas	fundament'as
fundamente	fundament'e
fundamento	fundament'o
fundamentoj	fundament'o'j
fundamentojn	fundament'o'j'n
fundamenton	fundament'o'n
fundamentata	fundament'at'a
fundamentisma	fundament'ism'a
fundamentismaj	fundament'ism'a'j
fundamentismo	fundament'ism'o
fundamentistoj	fundament'ist'o'j
fundamentita	fundament'it'a
funebra	funebr'a
funebraj	funebr'a'j
funebrajn	funebr'a'j'n
funebran	funebr'a'n
funebras	funebr'as
funebre	funebr'e
funebri	funebr'i
funebris	funebr'is
funebro	funebr'o
funebroj	funebr'o'j
funebron	funebr'o'n
funebrado	funebr'ad'o
funebraĵo	funebr'aĵ'o
funebraĵoj	funebr'aĵ'o'j
funebranta	funebr'ant'a
funebrante	funebr'ant'e
funebrantoj	funebr'ant'o'j
funelo	funel'o
funeloj	funel'o'j
funelon	funel'o'n
funga	fung'a
fungaj	fung'a'j
fungo	fung'o
fungoj	fung'o'j
fungojn	fung'o'j'n
fungon	fung'o'n
funikularo	funikular'o
funikularoj	funikular'o'j
funkcia	funkci'a
funkciaj	funkci'a'j
funkciajn	funkci'a'j'n
funkcian	funkci'a'n
funkcias	funkci'as
funkcie	funkci'e
funkcii	funkci'i
funkciis	funkci'is
funkcio	funkci'o
funkcioj	funkci'o'j
funkciojn	funkci'o'j'n
funkcion	funkci'o'n
funkcios	funkci'os
funkciu	funkci'u
funkcius	funkci'us
funkciado	funkci'ad'o
funkciadoj	funkci'ad'o'j
funkciadon	funkci'ad'o'n
funkcianta	funkci'ant'a
funkciantaj	funkci'ant'a'j
funkciantajn	funkci'ant'a'j'n
funkciantan	funkci'ant'a'n
funkciante	funkci'ant'e
funkcieco	funkci'ec'o
funkciecoj	funkci'ec'o'j
funkciecon	funkci'ec'o'n
funkciiga	funkci'ig'a
funkciigaj	funkci'ig'a'j
funkciigajn	funkci'ig'a'j'n
funkciigan	funkci'ig'a'n
funkciigas	funkci'ig'as
funkciigi	funkci'ig'i
funkciigis	funkci'ig'is
funkciigo	funkci'ig'o
funkciigon	funkci'ig'o'n
funkciigos	funkci'ig'os
funkciigu	funkci'ig'u
funkciigus	funkci'ig'us
funkciigado	funkci'ig'ad'o
funkciigadkostoj	funkci'ig'ad'kost'o'j
funkciigadkostojn	funkci'ig'ad'kost'o'j'n
funkciiganta	funkci'ig'ant'a
funkciigantaj	funkci'ig'ant'a'j
funkciigantajn	funkci'ig'ant'a'j'n
funkciigante	funkci'ig'ant'e
funkciigata	funkci'ig'at'a
funkciigataj	funkci'ig'at'a'j
funkciigisto	funkci'ig'ist'o
funkciigistoj	funkci'ig'ist'o'j
funkciigistojn	funkci'ig'ist'o'j'n
funkciigiston	funkci'ig'ist'o'n
funkciigita	funkci'ig'it'a
funkciigitaj	funkci'ig'it'a'j
funkciigitajn	funkci'ig'it'a'j'n
funkciigitan	funkci'ig'it'a'n
funkciigite	funkci'ig'it'e
funkciinta	funkci'int'a
funkciismo	funkci'ism'o
funkciita	funkci'it'a
funkciitaj	funkci'it'a'j
funkciserva	funkci'serv'a
funkciservaj	funkci'serv'a'j
funkciservajn	funkci'serv'a'j'n
funkciservan	funkci'serv'a'n
funkciulo	funkci'ul'o
funkciuloj	funkci'ul'o'j
funkciulojn	funkci'ul'o'j'n
funkciulon	funkci'ul'o'n
funkcionala	funkcional'a
funto	funt'o
funtoj	funt'o'j
funtojn	funt'o'j'n
funton	funt'o'n
fuorto	fuort'o
fuortoj	fuort'o'j
furaĝa	furaĝ'a
furaĝaj	furaĝ'a'j
furaĝas	furaĝ'as
furaĝi	furaĝ'i
furaĝo	furaĝ'o
furaĝoj	furaĝ'o'j
furaĝojn	furaĝ'o'j'n
furaĝon	furaĝ'o'n
furaĝado	furaĝ'ad'o
furaĝante	furaĝ'ant'e
furaĝistoj	furaĝ'ist'o'j
furfuralo	furfural'o
furioza	furioz'a
furiozaj	furioz'a'j
furiozajn	furioz'a'j'n
furiozan	furioz'a'n
furiozas	furioz'as
furioze	furioz'e
furiozi	furioz'i
furiozis	furioz'is
furiozo	furioz'o
furiozon	furioz'o'n
furiozus	furioz'us
furiozado	furioz'ad'o
furiozanta	furioz'ant'a
furiozeco	furioz'ec'o
furiozigas	furioz'ig'as
furiozigis	furioz'ig'is
furiozigita	furioz'ig'it'a
furioziĝis	furioz'iĝ'is
furora	furor'a
furoraj	furor'a'j
furoran	furor'a'n
furoras	furor'as
furoris	furor'is
furoro	furor'o
furoron	furor'o'n
furoraĵo	furor'aĵ'o
furoramas	furor'am'as
furoranta	furor'ant'a
furorkanto	furor'kant'o
furorlibro	furor'libr'o
furorlibroj	furor'libr'o'j
furorlisto	furor'list'o
furorlistoj	furor'list'o'j
furorliston	furor'list'o'n
furzas	furz'as
furzis	furz'is
furzo	furz'o
furzoj	furz'o'j
fusilo	fusil'o
fusiloj	fusil'o'j
fusilojn	fusil'o'j'n
fusilon	fusil'o'n
fusto	fust'o
fuŝa	fuŝ'a
fuŝaj	fuŝ'a'j
fuŝan	fuŝ'a'n
fuŝas	fuŝ'as
fuŝe	fuŝ'e
fuŝi	fuŝ'i
fuŝis	fuŝ'is
fuŝo	fuŝ'o
fuŝoj	fuŝ'o'j
fuŝojn	fuŝ'o'j'n
fuŝon	fuŝ'o'n
fuŝos	fuŝ'os
fuŝu	fuŝ'u
fuŝado	fuŝ'ad'o
fuŝaĵo	fuŝ'aĵ'o
fuŝaĵoj	fuŝ'aĵ'o'j
fuŝaĵojn	fuŝ'aĵ'o'j'n
fuŝaĵon	fuŝ'aĵ'o'n
fuŝiĝas	fuŝ'iĝ'as
fuŝiĝis	fuŝ'iĝ'is
fuŝita	fuŝ'it'a
fuŝitaj	fuŝ'it'a'j
fuŝkontakto	fuŝ'kontakt'o
fuŝkontakton	fuŝ'kontakt'o'n
fuŝkontaktigi	fuŝ'kontakt'ig'i
fuŝkontaktigu	fuŝ'kontakt'ig'u
fuŝulo	fuŝ'ul'o
fuŝuloj	fuŝ'ul'o'j
futo	fut'o
futoj	fut'o'j
futojn	fut'o'j'n
futbala	futbal'a
futbalaj	futbal'a'j
futbalajn	futbal'a'j'n
futbalan	futbal'a'n
futbalas	futbal'as
futbalis	futbal'is
futbalo	futbal'o
futbaloj	futbal'o'j
futbalon	futbal'o'n
futbalado	futbal'ad'o
futbalisto	futbal'ist'o
futbalistoj	futbal'ist'o'j
futbalklubo	futbal'klub'o
futbalmatĉo	futbal'matĉ'o
futbalteamo	futbal'team'o
futbalteamoj	futbal'team'o'j
futura	futur'a
futuraj	futur'a'j
future	futur'e
futuro	futur'o
futuron	futur'o'n
futuraĵoj	futur'aĵ'o'j
futuraĵojn	futur'aĵ'o'j'n
futureca	futur'ec'a
futurecaj	futur'ec'a'j
futurisma	futur'ism'a
futuristoj	futur'ist'o'j
futurologio	futur'olog'i'o
fuzaĵo	fuz'aĵ'o
fuzaĵoj	fuz'aĵ'o'j
fuzaĵojn	fuz'aĵ'o'j'n
fuzaĵon	fuz'aĵ'o'n
fuzeo	fuze'o
fuzeoj	fuze'o'j
fuzeon	fuze'o'n
fuzelaĝo	fuzelaĝ'o
fuzelaĝon	fuzelaĝ'o'n
fuzia	fuzi'a
fuziaj	fuzi'a'j
fuzio	fuzi'o
fuzioj	fuzi'o'j
fuzion	fuzi'o'n
fuziado	fuzi'ad'o
fuziofuelo	fuzi'o'fuel'o
fuzioprocesoj	fuzi'o'proces'o'j
