paca	pac'a
partoprenantaro	part'o'pren'ant'ar'o
partoprenigas	part'o'pren'ig'as
partoprenigi	part'o'pren'ig'i
partoprenigis	part'o'pren'ig'is
partoprenigo	part'o'pren'ig'o
partoprenigita	part'o'pren'ig'it'a
partopreninta	part'o'pren'int'a
partoprenintaj	part'o'pren'int'a'j
partopreninte	part'o'pren'int'e
partopreninto	part'o'pren'int'o
partoprenintoj	part'o'pren'int'o'j
partoprenintojn	part'o'pren'int'o'j'n
partoprenita	part'o'pren'it'a
partoprenitaj	part'o'pren'it'a'j
partoprenontoj	part'o'pren'ont'o'j
partoprenontojn	part'o'pren'ont'o'j'n
parttempan	part'temp'a'n
parttempe	part'temp'e
partumas	part'um'as
partumi	part'um'i
partumis	part'um'is
partumado	part'um'ad'o
partumanta	part'um'ant'a
partumante	part'um'ant'e
partumita	part'um'it'a
partumitaj	part'um'it'a'j
partenogenezo	partenogenez'o
partenono	partenon'o
partero	parter'o
partia	parti'a
partiaj	parti'a'j
partiajn	parti'a'j'n
partian	parti'a'n
partio	parti'o
partioj	parti'o'j
partiojn	parti'o'j'n
partion	parti'o'n
partiano	parti'an'o
partianoj	parti'an'o'j
partianojn	parti'an'o'j'n
partianeco	parti'an'ec'o
partieca	parti'ec'a
partieco	parti'ec'o
partiestro	parti'estr'o
partiestroj	parti'estr'o'j
partigvidado	parti'gvid'ad'o
partikunveno	parti'kun'ven'o
participa	particip'a
participaj	particip'a'j
participo	particip'o
participoj	particip'o'j
participojn	particip'o'j'n
participon	particip'o'n
partikla	partikl'a
partiklaj	partikl'a'j
partiklan	partikl'a'n
partiklo	partikl'o
partikloj	partikl'o'j
partiklojn	partikl'o'j'n
partiklon	partikl'o'n
partikletoj	partikl'et'o'j
partiklograndeco	partikl'o'grand'ec'o
partikulo	partikul'o
partikuloj	partikul'o'j
partikulara	partikul'ar'a
partikularaj	partikul'ar'a'j
partikularan	partikul'ar'a'n
partikulare	partikul'ar'e
partituro	partitur'o
partituroj	partitur'o'j
partituron	partitur'o'n
partizana	partizan'a
partizanaj	partizan'a'j
partizano	partizan'o
partizanoj	partizan'o'j
partnera	partner'a
partneraj	partner'a'j
partnerajn	partner'a'j'n
partnere	partner'e
partnero	partner'o
partneroj	partner'o'j
partnerojn	partner'o'j'n
partneron	partner'o'n
partnereco	partner'ec'o
partnerecoj	partner'ec'o'j
partnerecojn	partner'ec'o'j'n
partnerecon	partner'ec'o'n
partnerino	partner'in'o
paruo	paru'o
paruoj	paru'o'j
parulio	paruli'o
parulioj	paruli'o'j
pasas	pas'as
pase	pas'e
pasi	pas'i
pasis	pas'is
paso	pas'o
pasoj	pas'o'j
pason	pas'o'n
pasos	pas'os
pasu	pas'u
pasus	pas'us
pasadis	pas'ad'is
pasado	pas'ad'o
pasadoj	pas'ad'o'j
pasadon	pas'ad'o'n
pasaĵo	pas'aĵ'o
pasaĵoj	pas'aĵ'o'j
pasaĵojn	pas'aĵ'o'j'n
pasanta	pas'ant'a
pasantaj	pas'ant'a'j
pasantajn	pas'ant'a'j'n
pasantan	pas'ant'a'n
pasante	pas'ant'e
pasanto	pas'ant'o
pasantoj	pas'ant'o'j
pasantojn	pas'ant'o'j'n
pasatoj	pas'at'o'j
pasejo	pas'ej'o
pasejoj	pas'ej'o'j
pasejojn	pas'ej'o'j'n
pasejon	pas'ej'o'n
pasema	pas'em'a
pasemaj	pas'em'a'j
pasemajn	pas'em'a'j'n
paseman	pas'em'a'n
pasigas	pas'ig'as
pasigi	pas'ig'i
pasigis	pas'ig'is
pasigo	pas'ig'o
pasigos	pas'ig'os
pasigu	pas'ig'u
pasigus	pas'ig'us
pasigadis	pas'ig'ad'is
pasigado	pas'ig'ad'o
pasigante	pas'ig'ant'e
pasiginta	pas'ig'int'a
pasiginte	pas'ig'int'e
pasigita	pas'ig'it'a
pasigitaj	pas'ig'it'a'j
pasigitajn	pas'ig'it'a'j'n
pasigitan	pas'ig'it'a'n
pasinta	pas'int'a
pasintaj	pas'int'a'j
pasintajn	pas'int'a'j'n
pasintan	pas'int'a'n
pasinte	pas'int'e
pasinto	pas'int'o
pasinton	pas'int'o'n
pasintajare	pas'int'a'jar'e
pasintaĵoj	pas'int'aĵ'o'j
pasintaĵon	pas'int'aĵ'o'n
pasintece	pas'int'ec'e
pasinteco	pas'int'ec'o
pasintecon	pas'int'ec'o'n
pasintfoje	pas'int'foj'e
pasintjara	pas'int'jar'a
pasintjaraj	pas'int'jar'a'j
pasintjaran	pas'int'jar'a'n
pasintjare	pas'int'jar'e
pasintmonate	pas'int'monat'e
pasintnokte	pas'int'nokt'e
pasintsemajne	pas'int'semajn'e
pasintsomere	pas'int'somer'e
pasintvespere	pas'int'vesper'e
pasita	pas'it'a
pasitaj	pas'it'a'j
pasite	pas'it'e
paspago	pas'pag'o
paspagoj	pas'pag'o'j
paspagojn	pas'pag'o'j'n
paspagon	pas'pag'o'n
paspermeson	pas'permes'o'n
pasponteto	pas'pont'et'o
pasvorto	pas'vort'o
pasvortoj	pas'vort'o'j
pasvortojn	pas'vort'o'j'n
pasvorton	pas'vort'o'n
paŝa	paŝ'a
pasha	paŝ'a
paŝas	paŝ'as
paŝi	paŝ'i
paŝis	paŝ'is
pasho	paŝ'o
paŝo	paŝ'o
paŝoj	paŝ'o'j
paŝojn	paŝ'o'j'n
paŝon	paŝ'o'n
paŝos	paŝ'os
paŝu	paŝ'u
paŝadas	paŝ'ad'as
paŝadi	paŝ'ad'i
paŝadis	paŝ'ad'is
paŝado	paŝ'ad'o
paŝadon	paŝ'ad'o'n
paŝanta	paŝ'ant'a
paŝantaj	paŝ'ant'a'j
paŝante	paŝ'ant'e
paŝegoj	paŝ'eg'o'j
paŝegojn	paŝ'eg'o'j'n
paŝinte	paŝ'int'e
paŝoŝtono	paŝ'o'ŝton'o
paŝao	paŝa'o
pasaĝera	pasaĝer'a
pasaĝeraj	pasaĝer'a'j
pasaĝeran	pasaĝer'a'n
pasaĝero	pasaĝer'o
pasaĝeroj	pasaĝer'o'j
pasaĝerojn	pasaĝer'o'j'n
pasaĝeron	pasaĝer'o'n
pasaĝersekcio	pasaĝer'sekci'o
pasaĝertransporto	pasaĝer'trans'port'o
pasamento	pasament'o
pasamentoj	pasament'o'j
paseo	pase'o
paseon	pase'o'n
pasero	paser'o
paseroj	paser'o'j
paseron	paser'o'n
paseroformaj	paser'o'form'a'j
pasia	pasi'a
pasiaj	pasi'a'j
pasiajn	pasi'a'j'n
pasian	pasi'a'n
pasie	pasi'e
pasio	pasi'o
pasioj	pasi'o'j
pasiojn	pasi'o'j'n
pasion	pasi'o'n
pasiiga	pasi'ig'a
pasiiĝis	pasi'iĝ'is
pasiono	pasion'o
pasionon	pasion'o'n
pasiva	pasiv'a
pasivaj	pasiv'a'j
pasivajn	pasiv'a'j'n
pasivan	pasiv'a'n
pasive	pasiv'e
pasivo	pasiv'o
pasivon	pasiv'o'n
pasivaĵo	pasiv'aĵ'o
pasiveco	pasiv'ec'o
pasivigas	pasiv'ig'as
pasivigo	pasiv'ig'o
paska	pask'a
paskaj	pask'a'j
paskajn	pask'a'j'n
paskan	pask'a'n
paske	pask'e
pasko	pask'o
paskon	pask'o'n
paskinsulo	pask'insul'o
paskala	paskal'a
paskalo	paskal'o
pasporta	pasport'a
pasportan	pasport'a'n
pasporto	pasport'o
pasportoj	pasport'o'j
pasportojn	pasport'o'j'n
pasporton	pasport'o'n
pasto	past'o
pastoj	past'o'j
paston	past'o'n
pastaĵo	past'aĵ'o
pastaĵoj	past'aĵ'o'j
pastaĵojn	past'aĵ'o'j'n
pastaĵon	past'aĵ'o'n
pastogloboj	past'o'glob'o'j
paŝta	paŝt'a
paŝtaj	paŝt'a'j
paŝtas	paŝt'as
paŝti	paŝt'i
paŝtis	paŝt'is
paŝto	paŝt'o
paŝtu	paŝt'u
paŝtado	paŝt'ad'o
paŝtadon	paŝt'ad'o'n
paŝtanta	paŝt'ant'a
paŝtantaj	paŝt'ant'a'j
paŝtante	paŝt'ant'e
paŝtejo	paŝt'ej'o
paŝtejoj	paŝt'ej'o'j
paŝtejojn	paŝt'ej'o'j'n
paŝtejon	paŝt'ej'o'n
paŝtiĝas	paŝt'iĝ'as
paŝtiĝi	paŝt'iĝ'i
paŝtiĝis	paŝt'iĝ'is
paŝtiĝantaj	paŝt'iĝ'ant'a'j
paŝtista	paŝt'ist'a
paŝtistaj	paŝt'ist'a'j
paŝtistan	paŝt'ist'a'n
paŝtisto	paŝt'ist'o
paŝtistoj	paŝt'ist'o'j
paŝtistojn	paŝt'ist'o'j'n
paŝtiston	paŝt'ist'o'n
paŝtistino	paŝt'ist'in'o
pasteĉo	pasteĉ'o
pasteĉojn	pasteĉ'o'j'n
pasteĉon	pasteĉ'o'n
paŝtelo	paŝtel'o
paŝteloj	paŝtel'o'j
pasteŭro	pasteŭr'o
pasteŭrizado	pasteŭr'iz'ad'o
pastiĉo	pastiĉ'o
pastoro	pastor'o
pastoroj	pastor'o'j
pastoreca	pastor'ec'a
pastorecaj	pastor'ec'a'j
pastorala	pastoral'a
pastra	pastr'a
pastraj	pastr'a'j
pastrajn	pastr'a'j'n
pastran	pastr'a'n
pastro	pastr'o
pastroj	pastr'o'j
pastrojn	pastr'o'j'n
pastron	pastr'o'n
pastraro	pastr'ar'o
pastraroj	pastr'ar'o'j
pastraron	pastr'ar'o'n
pastreco	pastr'ec'o
pastrejo	pastr'ej'o
pastriĝo	pastr'iĝ'o
pastrino	pastr'in'o
pastrinoj	pastr'in'o'j
pastrinon	pastr'in'o'n
pastrodomo	pastr'o'dom'o
pata	pat'a
pato	pat'o
patoj	pat'o'j
paton	pat'o'n
patkuko	pat'kuk'o
patkukoj	pat'kuk'o'j
patkukojn	pat'kuk'o'j'n
patkukon	pat'kuk'o'n
patagonia	patagoni'a
patagonio	patagoni'o
patenta	patent'a
patentaj	patent'a'j
patento	patent'o
patentoj	patent'o'j
patentojn	patent'o'j'n
patenton	patent'o'n
patentita	patent'it'a
patentitaj	patent'it'a'j
patentjuro	patent'jur'o
patentoficejo	patent'ofic'ej'o
patentpeto	patent'pet'o
patino	patin'o
patogena	patogen'a
patogenaj	patogen'a'j
patogeno	patogen'o
patogenoj	patogen'o'j
patogenojn	patogen'o'j'n
patogenezo	patogenez'o
patologia	patolog'i'a
patologiaj	patolog'i'a'j
patologian	patolog'i'a'n
patologie	patolog'i'e
patologio	patolog'i'o
patologioj	patolog'i'o'j
patologion	patolog'i'o'n
patologiisto	patolog'i'ist'o
patologiistoj	patolog'i'ist'o'j
patosa	patos'a
patose	patos'e
patoso	patos'o
patoson	patos'o'n
patra	patr'a
patraj	patr'a'j
patran	patr'a'n
patre	patr'e
patro	patr'o
patroj	patr'o'j
patrojn	patr'o'j'n
patron	patr'o'n
patraflanka	patr'a'flank'a
patreca	patr'ec'a
patreco	patr'ec'o
patrecon	patr'ec'o'n
patreto	patr'et'o
patria	patr'i'a
patrio	patr'i'o
patrion	patr'i'o'n
patrina	patr'in'a
patrinaj	patr'in'a'j
patrinajn	patr'in'a'j'n
patrinan	patr'in'a'n
patrino	patr'in'o
patrinoj	patr'in'o'j
patrinojn	patr'in'o'j'n
patrinon	patr'in'o'n
patrindiino	patr'in'di'in'o
patrineca	patr'in'ec'a
patrineco	patr'in'ec'o
patrinecon	patr'in'ec'o'n
patrineto	patr'in'et'o
patrinflanka	patr'in'flank'a
patrinflankaj	patr'in'flank'a'j
patrinlakto	patr'in'lakt'o
patrinlinia	patr'in'lini'a
patrinmontaro	patr'in'mont'ar'o
patroflanka	patr'o'flank'a
patrolanda	patr'o'land'a
patrolando	patr'o'land'o
patrolandon	patr'o'land'o'n
patrolinia	patr'o'lini'a
patroliniaj	patr'o'lini'a'j
patronomo	patr'o'nom'o
patronomon	patr'onom'o'n
patruja	patr'uj'a
patrujo	patr'uj'o
patrujoj	patr'uj'o'j
patrujon	patr'uj'o'n
patrujdefenda	patr'uj'defend'a
patriarĥa	patriarĥ'a
patriarka	patriark'a
patriarkaj	patriark'a'j
patriarkan	patriark'a'n
patriarko	patriark'o
patriarkoj	patriark'o'j
patriarkon	patriark'o'n
patriarkeca	patriark'ec'a
patriarkeco	patriark'ec'o
patriarkecon	patriark'ec'o'n
patriarkejo	patriark'ej'o
patricia	patrici'a
patriciaj	patrici'a'j
patricio	patrici'o
patricioj	patrici'o'j
patriko	patrik'o
patriota	patriot'a
patriotaj	patriot'a'j
patriotajn	patriot'a'j'n
patriotan	patriot'a'n
patrioto	patriot'o
patriotoj	patriot'o'j
patriotisma	patriot'ism'a
patriotismaj	patriot'ism'a'j
patriotismo	patriot'ism'o
patriotismon	patriot'ism'o'n
patrola	patrol'a
patrolaj	patrol'a'j
patrolas	patrol'as
patroli	patrol'i
patrolis	patrol'is
patrolo	patrol'o
patroloj	patrol'o'j
patrolojn	patrol'o'j'n
patrolon	patrol'o'n
patrolado	patrol'ad'o
patroladon	patrol'ad'o'n
patrona	patron'a
patronan	patron'a'n
patronis	patron'is
patrono	patron'o
patronoj	patron'o'j
patronojn	patron'o'j'n
patronon	patron'o'n
patronado	patron'ad'o
patronata	patron'at'a
patroneco	patron'ec'o
patronecon	patron'ec'o'n
patronino	patron'in'o
patronsanktulo	patron'sankt'ul'o
paŭla	paŭl'a
paŭlaj	paŭl'a'j
paŭlo	paŭl'o
paŭlon	paŭl'o'n
paŭsas	paŭs'as
paŭsi	paŭs'i
paŭsaĵo	paŭs'aĵ'o
paŭsaĵoj	paŭs'aĵ'o'j
paŭta	paŭt'a
paŭtas	paŭt'as
paŭtis	paŭt'is
paŭzas	paŭz'as
paŭzi	paŭz'i
paŭzis	paŭz'is
paŭzo	paŭz'o
paŭzoj	paŭz'o'j
paŭzojn	paŭz'o'j'n
paŭzon	paŭz'o'n
paŭzu	paŭz'u
paŭzante	paŭz'ant'e
paŭzeto	paŭz'et'o
paŭzetoj	paŭz'et'o'j
paŭzeton	paŭz'et'o'n
paŭzostreko	paŭz'o'strek'o
paŭzostrekoj	paŭz'o'strek'o'j
paŭzanio	paŭzani'o
pavas	pav'as
pavo	pav'o
pavoj	pav'o'j
pavojn	pav'o'j'n
pavon	pav'o'n
pavio	pavi'o
paviano	pavian'o
pavianoj	pavian'o'j
pavilono	pavilon'o
pavilonoj	pavilon'o'j
pavilonojn	pavilon'o'j'n
pavilonon	pavilon'o'n
pavimi	pavim'i
pavimis	pavim'is
pavimo	pavim'o
pavimoj	pavim'o'j
pavimon	pavim'o'n
pavimante	pavim'ant'e
pavimeroj	pavim'er'o'j
pavimita	pavim'it'a
pavimitaj	pavim'it'a'j
pavimitan	pavim'it'a'n
peano	pean'o
peco	pec'o
pecoj	pec'o'j
pecojn	pec'o'j'n
pecon	pec'o'n
pecegoj	pec'eg'o'j
peceto	pec'et'o
pecetoj	pec'et'o'j
pecetojn	pec'et'o'j'n
peceton	pec'et'o'n
pecetigita	pec'et'ig'it'a
pecetofteco	pec'et'oft'ec'o
pecmonero	pec'mon'er'o
peĉo	peĉ'o
pedagogo	pedagog'o
pedagogoj	pedagog'o'j
pedagogia	pedagog'i'a
pedagogiaj	pedagog'i'a'j
pedagogiajn	pedagog'i'a'j'n
pedagogian	pedagog'i'a'n
pedagogie	pedagog'i'e
pedagogio	pedagog'i'o
pedagogion	pedagog'i'o'n
pedalo	pedal'o
pedaloj	pedal'o'j
pedalojn	pedal'o'j'n
pedalon	pedal'o'n
pedalaro	pedal'ar'o
pedanta	pedant'a
pedante	pedant'e
pedanto	pedant'o
pedanteco	pedant'ec'o
pedelo	pedel'o
pedeloj	pedel'o'j
pederastio	pederast'i'o
pediko	pedik'o
pedikoj	pedik'o'j
pedikojn	pedik'o'j'n
pedofilo	pedofil'o
pedofilia	pedofil'i'a
pedofilio	pedofil'i'o
pego	peg'o
pegoj	peg'o'j
pegedoj	peg'ed'o'j
pegazo	pegaz'o
pejzaĝa	pejzaĝ'a
pejzaĝaj	pejzaĝ'a'j
pejzaĝe	pejzaĝ'e
pejzaĝo	pejzaĝ'o
pejzaĝoj	pejzaĝ'o'j
pejzaĝojn	pejzaĝ'o'j'n
pejzaĝon	pejzaĝ'o'n
pejzaĝarkitekturo	pejzaĝ'arkitektur'o
pejzaĝekologio	pejzaĝ'ekolog'i'o
pejzaĝigado	pejzaĝ'ig'ad'o
pejzaĝistoj	pejzaĝ'ist'o'j
peka	pek'a
pekaj	pek'a'j
pekan	pek'a'n
pekas	pek'as
peke	pek'e
peki	pek'i
pekis	pek'is
peko	pek'o
pekoj	pek'o'j
pekojn	pek'o'j'n
pekon	pek'o'n
peku	pek'u
pekado	pek'ad'o
pekanto	pek'ant'o
pekantoj	pek'ant'o'j
pekeco	pek'ec'o
pekema	pek'em'a
pekemaj	pek'em'a'j
pekfalo	pek'fal'o
pekinto	pek'int'o
pekintoj	pek'int'o'j
pekintojn	pek'int'o'j'n
pekinton	pek'int'o'n
pekkonfeso	pek'konfes'o
pekliberigo	pek'liber'ig'o
pektino	pek'tin'o
pekulo	pek'ul'o
pekuloj	pek'ul'o'j
pekulojn	pek'ul'o'j'n
pekulon	pek'ul'o'n
pekina	pekin'a
pekinaj	pekin'a'j
pekinajn	pekin'a'j'n
pekinan	pekin'a'n
pekino	pekin'o
pekinon	pekin'o'n
pekinanoj	pekin'an'o'j
pekinopera	pekin'oper'a
peklas	pekl'as
peklita	pekl'it'a
peklitaj	pekl'it'a'j
pekteno	pekten'o
pektenoj	pekten'o'j
pelas	pel'as
peli	pel'i
pelis	pel'is
pelo	pel'o
pelos	pel'os
pelu	pel'u
pelus	pel'us
pelado	pel'ad'o
pelanta	pel'ant'a
pelante	pel'ant'e
pelata	pel'at'a
pelataj	pel'at'a'j
pelate	pel'at'e
pelilo	pel'il'o
peliloj	pel'il'o'j
pelita	pel'it'a
pelitaj	pel'it'a'j
pelado	pelad'o
pelaga	pelag'a
pelagaj	pelag'a'j
pelagio	pelagi'o
peleo	pele'o
pelerino	pelerin'o
pelikano	pelikan'o
pelikanoj	pelikan'o'j
pelmelo	pelmel'o
pelta	pelt'a
pelto	pelt'o
peltoj	pelt'o'j
peltojn	pelt'o'j'n
pelton	pelt'o'n
peltindustrio	pelt'industri'o
peltisto	pelt'ist'o
pelva	pelv'a
pelvaj	pelv'a'j
pelvo	pelv'o
pelvon	pelv'o'n
pelveto	pelv'et'o
pena	pen'a
penan	pen'a'n
penas	pen'as
pene	pen'e
peni	pen'i
peno	pen'o
penoj	pen'o'j
penojn	pen'o'j'n
penon	pen'o'n
penos	pen'os
penu	pen'u
penus	pen'us
penadas	pen'ad'as
penadi	pen'ad'i
penadis	pen'ad'is
penado	pen'ad'o
penadoj	pen'ad'o'j
penadojn	pen'ad'o'j'n
penadon	pen'ad'o'n
penanta	pen'ant'a
penantaj	pen'ant'a'j
penante	pen'ant'e
penatoj	pen'at'o'j
penega	pen'eg'a
penegas	pen'eg'as
penege	pen'eg'e
penegis	pen'eg'is
peniga	pen'ig'a
penigaj	pen'ig'a'j
penigan	pen'ig'a'n
penige	pen'ig'e
penita	pen'it'a
penco	penc'o
pencoj	penc'o'j
pencojn	penc'o'j'n
pencon	penc'o'n
penda	pend'a
pendas	pend'as
pendi	pend'i
pendis	pend'is
pendos	pend'os
pendado	pend'ad'o
pendaĵo	pend'aĵ'o
pendaĵoj	pend'aĵ'o'j
pendaĵojn	pend'aĵ'o'j'n
pendanta	pend'ant'a
pendantaj	pend'ant'a'j
pendantajn	pend'ant'a'j'n
pendantan	pend'ant'a'n
pendante	pend'ant'e
pendigas	pend'ig'as
pendigi	pend'ig'i
pendigis	pend'ig'is
pendigo	pend'ig'o
pendigos	pend'ig'os
pendigu	pend'ig'u
pendigante	pend'ig'ant'e
pendigilo	pend'ig'il'o
pendiginte	pend'ig'int'e
pendigita	pend'ig'it'a
pendigitaj	pend'ig'it'a'j
pendigitan	pend'ig'it'a'n
pendiĝas	pend'iĝ'as
pendiĝis	pend'iĝ'is
pendita	pend'it'a
pendumi	pend'um'i
pendumis	pend'um'is
pendumo	pend'um'o
pendumos	pend'um'os
pendumilo	pend'um'il'o
pendumita	pend'um'it'a
pendolo	pendol'o
pendolon	pendol'o'n
peneo	pene'o
penelope	penelop'e
penelopo	penelop'o
penetra	penetr'a
penetraj	penetr'a'j
penetran	penetr'a'n
penetras	penetr'as
penetre	penetr'e
penetri	penetr'i
penetris	penetr'is
penetro	penetr'o
penetron	penetr'o'n
penetros	penetr'os
penetru	penetr'u
penetrus	penetr'us
penetradis	penetr'ad'is
penetrado	penetr'ad'o
penetradon	penetr'ad'o'n
penetranta	penetr'ant'a
penetrantaj	penetr'ant'a'j
penetrante	penetr'ant'e
penetrebla	penetr'ebl'a
penetreblaj	penetr'ebl'a'j
penetrema	penetr'em'a
penetremaj	penetr'em'a'j
penetrinta	penetr'int'a
penetrita	penetr'it'a
penetritaj	penetr'it'a'j
penicilino	penicil'in'o
peniko	penik'o
penikoj	penik'o'j
penikon	penik'o'n
penisa	penis'a
peniso	penis'o
penisoj	penis'o'j
penison	penis'o'n
pensa	pens'a
pensaj	pens'a'j
pensan	pens'a'n
pensas	pens'as
pense	pens'e
pensi	pens'i
pensis	pens'is
penso	pens'o
pensoj	pens'o'j
pensojn	pens'o'j'n
penson	pens'o'n
pensos	pens'os
pensu	pens'u
pensus	pens'us
pensadas	pens'ad'as
pensadi	pens'ad'i
pensadis	pens'ad'is
pensado	pens'ad'o
pensadoj	pens'ad'o'j
pensadojn	pens'ad'o'j'n
pensadon	pens'ad'o'n
pensaĵo	pens'aĵ'o
pensanta	pens'ant'a
pensantaj	pens'ant'a'j
pensantan	pens'ant'a'n
pensante	pens'ant'e
pensanto	pens'ant'o
pensantoj	pens'ant'o'j
pensaro	pens'ar'o
pensata	pens'at'a
pensebla	pens'ebl'a
penseblaj	pens'ebl'a'j
penseblas	pens'ebl'as
penseble	pens'ebl'e
pensema	pens'em'a
pensemaj	pens'em'a'j
penseme	pens'em'e
pensfabriko	pens'fabrik'o
pensfabrikoj	pens'fabrik'o'j
pensfabrikojn	pens'fabrik'o'j'n
pensfadenon	pens'faden'o'n
pensfluo	pens'flu'o
pensiga	pens'ig'a
pensigaj	pens'ig'a'j
pensigajn	pens'ig'a'j'n
pensigas	pens'ig'as
pensige	pens'ig'e
pensigi	pens'ig'i
pensigis	pens'ig'is
pensinta	pens'int'a
pensinte	pens'int'e
pensintus	pens'int'us
pensisto	pens'ist'o
pensistoj	pens'ist'o'j
pensita	pens'it'a
pensitaj	pens'it'a'j
penskapablo	pens'kapabl'o
penslibereco	pens'liber'ec'o
pensmaniero	pens'manier'o
pensmanieroj	pens'manier'o'j
pensmanierojn	pens'manier'o'j'n
pensmanieron	pens'manier'o'n
pensomaniero	pens'o'manier'o
pensoskoloj	pens'o'skol'o'j
penspolico	pens'polic'o
pensulo	pens'ul'o
pensuloj	pens'ul'o'j
pensulojn	pens'ul'o'j'n
pensia	pensi'a
pensiaj	pensi'a'j
pensio	pensi'o
pensioj	pensi'o'j
pensiojn	pensi'o'j'n
pension	pensi'o'n
pensiiĝis	pensi'iĝ'is
pensiiĝo	pensi'iĝ'o
pensiiĝos	pensi'iĝ'os
pensiita	pensi'it'a
pensiulo	pensi'ul'o
pensiuloj	pensi'ul'o'j
pensiulino	pensi'ul'in'o
pensilvania	pensilvani'a
pensilvanio	pensilvani'o
pensiono	pension'o
pensionoj	pension'o'j
pensionon	pension'o'n
penta	pent'a
pentas	pent'as
pente	pent'e
penti	pent'i
pentis	pent'is
pento	pent'o
penton	pent'o'n
pentos	pent'os
pentu	pent'u
pentus	pent'us
pentado	pent'ad'o
pentanta	pent'ant'a
pentanto	pent'ant'o
pentinta	pent'int'a
pentofari	pent'o'far'i
pentofaro	pent'o'far'o
pentofaron	pent'o'far'o'n
pentofaradon	pent'o'far'ad'o'n
pentofarado	pent'o'farad'o
pentagono	pentagon'o
pentagramo	pentagram'o
pentametro	pentametr'o
pentekosta	pentekost'a
pentekosto	pentekost'o
pentekoston	pentekost'o'n
pentra	pentr'a
pentras	pentr'as
pentri	pentr'i
pentris	pentr'is
pentros	pentr'os
pentru	pentr'u
pentrus	pentr'us
pentradis	pentr'ad'is
pentrado	pentr'ad'o
pentradon	pentr'ad'o'n
pentrajho	pentr'aĵ'o
pentraĵo	pentr'aĵ'o
pentraĵoj	pentr'aĵ'o'j
pentraĵojn	pentr'aĵ'o'j'n
pentraĵon	pentr'aĵ'o'n
pentranta	pentr'ant'a
pentrante	pentr'ant'e
pentrarto	pentr'art'o
pentrartoj	pentr'art'o'j
pentrarton	pentr'art'o'n
pentrata	pentr'at'a
pentrinda	pentr'ind'a
pentrindaj	pentr'ind'a'j
pentrista	pentr'ist'a
pentristo	pentr'ist'o
pentristoj	pentr'ist'o'j
pentristojn	pentr'ist'o'j'n
pentriston	pentr'ist'o'n
pentristino	pentr'ist'in'o
pentrita	pentr'it'a
pentritaj	pentr'it'a'j
pentritajn	pentr'it'a'j'n
pentritan	pentr'it'a'n
pentrite	pentr'it'e
pentroarto	pentr'o'art'o
pentroarton	pentr'o'art'o'n
peono	peon'o
peonoj	peon'o'j
peonojn	peon'o'j'n
peonon	peon'o'n
peonia	peoni'a
peonio	peoni'o
peonioj	peoni'o'j
pepas	pep'as
pepi	pep'i
pepis	pep'is
pepo	pep'o
pepado	pep'ad'o
pepadon	pep'ad'o'n
peplomo	peplom'o
per	per
pera	per'a
peras	per'as
pere	per'e
peri	per'i
peris	per'is
pero	per'o
peru	per'u
perado	per'ad'o
peradon	per'ad'o'n
peraĵo	per'aĵ'o
peranta	per'ant'a
perantaj	per'ant'a'j
perante	per'ant'e
peranto	per'ant'o
perantoj	per'ant'o'j
perantojn	per'ant'o'j'n
peranton	per'ant'o'n
perantino	per'ant'in'o
perborato	per'bor'at'o
perbusa	per'bus'a
perbuse	per'bus'e
perbuŝa	per'buŝ'a
perbuŝe	per'buŝ'e
peresperanta	per'esperant'a
perfingre	per'fingr'e
perforta	per'fort'a
perfortaj	per'fort'a'j
perfortajn	per'fort'a'j'n
perfortan	per'fort'a'n
perfortas	per'fort'as
perforte	per'fort'e
perforti	per'fort'i
perfortis	per'fort'is
perforto	per'fort'o
perfortoj	per'fort'o'j
perfortojn	per'fort'o'j'n
perforton	per'fort'o'n
perfortado	per'fort'ad'o
perfortagoj	per'fort'ag'o'j
perfortaĵoj	per'fort'aĵ'o'j
perfortema	per'fort'em'a
perfortemaj	per'fort'em'a'j
perfortita	per'fort'it'a
perfortkrimoj	per'fort'krim'o'j
perfortuloj	per'fort'ul'o'j
perilo	per'il'o
perilon	per'il'o'n
peristo	per'ist'o
peristoj	per'ist'o'j
perita	per'it'a
peritaj	per'it'a'j
perkape	per'kap'e
perkarbaj	per'karb'a'j
perklorata	per'klor'at'a
perklorato	per'klor'at'o
perkomputila	per'komput'il'a
perkomputile	per'komput'il'e
perkoresponde	per'korespond'e
perlaboras	per'labor'as
perlabori	per'labor'i
perlaboris	per'labor'is
perlaboros	per'labor'os
perleĝe	per'leĝ'e
perletere	per'leter'e
permana	per'man'a
permanaj	per'man'a'j
permanan	per'man'a'n
permane	per'man'e
permanganato	per'mangan'at'o
peroksido	per'oksid'o
peroksidoj	per'oksid'o'j
peroksidon	per'oksid'o'n
perokule	per'okul'e
perpiede	per'pied'e
perpoŝte	per'poŝt'e
perpreĝe	per'preĝ'e
perreta	per'ret'a
perrete	per'ret'e
perŝipe	per'ŝip'e
persulfato	per'sulf'at'o
pertelefone	per'telefon'e
pertrajne	per'trajn'e
perverba	per'verb'a
perverban	per'verb'a'n
pervoĉe	per'voĉ'e
pervorte	per'vort'e
perĉo	perĉ'o
percepta	percept'a
perceptaj	percept'a'j
perceptajn	percept'a'j'n
perceptan	percept'a'n
perceptas	percept'as
percepte	percept'e
